Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Private
Ocultation by Himalia,03/29/2020,05:13,03/29/2020,05:13,False,"Coord Star: 19 41 39.3166 -21 48 19.3400
C/A: 1.417 arcsec
P/A 353.19 deg
Velocity: 23.87 km/s
Distance: 5.44 AU
MagR: 15.0
",False
Ocultation by Himalia,03/31/2020,08:44,03/31/2020,08:44,False,"Coord Star: 19 42 58.0616 -21 46 06.7350
C/A: 1.05 arcsec
P/A 353.06 deg
Velocity: 22.99 km/s
Distance: 5.41 AU
MagR: 16.2
",False
Ocultation by Himalia,03/31/2020,20:44,03/31/2020,20:44,False,"Coord Star: 19 43 16.0365 -21 45 36.6770
C/A: 1.509 arcsec
P/A 353.04 deg
Velocity: 22.78 km/s
Distance: 5.4 AU
MagR: 16.5
",False
Ocultation by Himalia,03/31/2020,22:11,03/31/2020,22:11,False,"Coord Star: 19 43 18.1915 -21 45 32.0710
C/A: 0.577 arcsec
P/A 353.03 deg
Velocity: 22.75 km/s
Distance: 5.4 AU
MagR: 16.6
",False
Ocultation by Himalia,04/01/2020,09:08,04/01/2020,09:08,False,"Coord Star: 19 43 34.4587 -21 45 03.6230
C/A: 0.125 arcsec
P/A 173.02 deg
Velocity: 22.56 km/s
Distance: 5.39 AU
MagR: 15.7
",False
Ocultation by Himalia,04/03/2020,21:19,04/03/2020,21:19,False,"Coord Star: 19 45 01.7582 -21 42 33.9370
C/A: 0.861 arcsec
P/A 352.87 deg
Velocity: 21.51 km/s
Distance: 5.35 AU
MagR: 16.0
",False
Ocultation by Himalia,04/05/2020,09:38,04/05/2020,09:38,False,"Coord Star: 19 45 52.6530 -21 41 02.4660
C/A: 1.315 arcsec
P/A 172.79 deg
Velocity: 20.87 km/s
Distance: 5.33 AU
MagR: 14.6
",False
Ocultation by Himalia,04/06/2020,02:05,04/06/2020,02:05,False,"Coord Star: 19 46 15.3012 -21 40 23.6040
C/A: 0.111 arcsec
P/A 172.76 deg
Velocity: 20.57 km/s
Distance: 5.32 AU
MagR: 14.2
",False
Ocultation by Himalia,04/08/2020,06:19,04/08/2020,06:19,False,"Coord Star: 19 47 25.2943 -21 38 18.3450
C/A: 0.103 arcsec
P/A 172.63 deg
Velocity: 19.64 km/s
Distance: 5.28 AU
MagR: 9.7
",False
Ocultation by Himalia,04/11/2020,15:40,04/11/2020,15:40,False,"Coord Star: 19 49 08.5136 -21 35 08.5540
C/A: 1.038 arcsec
P/A 172.43 deg
Velocity: 18.15 km/s
Distance: 5.23 AU
MagR: 10.1
",False
Ocultation by Himalia,04/12/2020,04:59,04/12/2020,04:59,False,"Coord Star: 19 49 24.7378 -21 34 39.0850
C/A: 0.355 arcsec
P/A 172.4 deg
Velocity: 17.91 km/s
Distance: 5.22 AU
MagR: 13.2
",False
Ocultation by Himalia,04/14/2020,07:47,04/14/2020,07:47,False,"Coord Star: 19 50 24.7734 -21 32 46.0160
C/A: 0.608 arcsec
P/A 172.26 deg
Velocity: 16.96 km/s
Distance: 5.18 AU
MagR: 15.7
",False
Ocultation by Himalia,04/15/2020,21:12,04/15/2020,21:12,False,"Coord Star: 19 51 07.1140 -21 31 24.3440
C/A: 1.485 arcsec
P/A 172.16 deg
Velocity: 16.25 km/s
Distance: 5.16 AU
MagR: 13.5
",False
Ocultation by Himalia,04/16/2020,16:59,04/16/2020,16:59,False,"Coord Star: 19 51 28.8806 -21 30 45.0360
C/A: 1.136 arcsec
P/A 352.11 deg
Velocity: 15.88 km/s
Distance: 5.14 AU
MagR: 15.6
",False
Ocultation by Himalia,04/27/2020,07:51,04/27/2020,07:51,False,"Coord Star: 19 55 26.2170 -21 22 40.2190
C/A: 1.9 arcsec
P/A 171.23 deg
Velocity: 10.9 km/s
Distance: 4.97 AU
MagR: 19.3
",False
Ocultation by Himalia,04/27/2020,13:54,04/27/2020,13:54,False,"Coord Star: 19 55 30.8687 -21 22 31.2090
C/A: 0.875 arcsec
P/A 171.2 deg
Velocity: 10.78 km/s
Distance: 4.97 AU
MagR: 14.0
",False
Ocultation by Himalia,04/29/2020,01:14,04/29/2020,01:14,False,"Coord Star: 19 55 56.9663 -21 21 33.7610
C/A: 1.302 arcsec
P/A 171.03 deg
Velocity: 10.07 km/s
Distance: 4.94 AU
MagR: 13.5
",False
Ocultation by Himalia,05/31/2020,12:54,05/31/2020,12:54,False,"Coord Star: 19 57 57.3208 -21 12 28.5360
C/A: 0.627 arcsec
P/A 357.77 deg
Velocity: -5.54 km/s
Distance: 4.45 AU
MagR: 15.1
",False
Ocultation by Himalia,06/02/2020,18:09,06/02/2020,18:09,False,"Coord Star: 19 57 31.5720 -21 12 43.3380
C/A: 0.889 arcsec
P/A 177.11 deg
Velocity: -6.54 km/s
Distance: 4.42 AU
MagR: 12.3
",False
Ocultation by Himalia,06/05/2020,12:24,06/05/2020,12:24,False,"Coord Star: 19 56 53.3679 -21 13 13.9310
C/A: 0.248 arcsec
P/A 176.54 deg
Velocity: -7.77 km/s
Distance: 4.38 AU
MagR: 13.5
",False
Ocultation by Himalia,06/08/2020,23:37,06/08/2020,23:37,False,"Coord Star: 19 55 55.7203 -21 14 05.9020
C/A: 0.922 arcsec
P/A 176.04 deg
Velocity: -9.27 km/s
Distance: 4.34 AU
MagR: 15.6
",False
Ocultation by Himalia,06/10/2020,04:00,06/10/2020,04:00,False,"Coord Star: 19 55 33.6253 -21 14 29.1420
C/A: 0.575 arcsec
P/A 355.91 deg
Velocity: -9.77 km/s
Distance: 4.33 AU
MagR: 15.4
",False
Ocultation by Himalia,06/11/2020,21:20,06/11/2020,21:20,False,"Coord Star: 19 54 59.2334 -21 15 02.2840
C/A: 1.371 arcsec
P/A 175.75 deg
Velocity: -10.5 km/s
Distance: 4.31 AU
MagR: 15.4
",False
Ocultation by Himalia,06/15/2020,11:35,06/15/2020,11:35,False,"Coord Star: 19 53 39.2572 -21 16 29.7580
C/A: 0.056 arcsec
P/A 355.46 deg
Velocity: -11.94 km/s
Distance: 4.27 AU
MagR: 9.7
",False
Ocultation by Himalia,06/15/2020,14:37,06/15/2020,14:37,False,"Coord Star: 19 53 36.2494 -21 16 34.8820
C/A: 1.843 arcsec
P/A 355.46 deg
Velocity: -11.99 km/s
Distance: 4.27 AU
MagR: 15.1
",False
Ocultation by Himalia,06/21/2020,18:15,06/21/2020,18:15,False,"Coord Star: 19 50 53.9007 -21 19 38.8210
C/A: 1.575 arcsec
P/A 175.13 deg
Velocity: -14.27 km/s
Distance: 4.21 AU
MagR: 16.1
",False
Ocultation by Himalia,06/22/2020,11:58,06/22/2020,11:58,False,"Coord Star: 19 50 32.4331 -21 20 05.5520
C/A: 0.518 arcsec
P/A 175.09 deg
Velocity: -14.52 km/s
Distance: 4.2 AU
MagR: 15.7
",False
Ocultation by Himalia,06/24/2020,22:44,06/24/2020,22:44,False,"Coord Star: 19 49 18.3633 -21 21 35.1190
C/A: 0.791 arcsec
P/A 174.99 deg
Velocity: -15.31 km/s
Distance: 4.18 AU
MagR: 14.7
",False
Ocultation by Himalia,06/27/2020,06:45,06/27/2020,06:45,False,"Coord Star: 19 48 03.9067 -21 23 08.3970
C/A: 0.377 arcsec
P/A 354.89 deg
Velocity: -16.01 km/s
Distance: 4.16 AU
MagR: 13.9
",False
Ocultation by Himalia,06/28/2020,10:19,06/28/2020,10:19,False,"Coord Star: 19 47 25.9516 -21 23 55.3500
C/A: 0.247 arcsec
P/A 174.85 deg
Velocity: -16.34 km/s
Distance: 4.16 AU
MagR: 15.9
",False
Ocultation by Himalia,06/29/2020,00:16,06/29/2020,00:16,False,"Coord Star: 19 47 06.4213 -21 24 20.0720
C/A: 0.166 arcsec
P/A 174.83 deg
Velocity: -16.5 km/s
Distance: 4.15 AU
MagR: 15.9
",False
Ocultation by Himalia,06/30/2020,15:06,06/30/2020,15:06,False,"Coord Star: 19 46 11.0145 -21 25 29.4160
C/A: 1.287 arcsec
P/A 174.76 deg
Velocity: -16.92 km/s
Distance: 4.14 AU
MagR: 14.4
",False
Ocultation by Himalia,07/01/2020,23:56,07/01/2020,23:56,False,"Coord Star: 19 45 23.0071 -21 26 33.2270
C/A: 0.804 arcsec
P/A 354.71 deg
Velocity: -17.25 km/s
Distance: 4.13 AU
MagR: 15.7
",False
Ocultation by Himalia,07/03/2020,08:13,07/03/2020,08:13,False,"Coord Star: 19 44 34.8332 -21 27 36.3210
C/A: 1.378 arcsec
P/A 354.66 deg
Velocity: -17.56 km/s
Distance: 4.13 AU
MagR: 16.1
",False
Ocultation by Himalia,07/04/2020,21:42,07/04/2020,21:42,False,"Coord Star: 19 43 37.7477 -21 28 49.4710
C/A: 0.302 arcsec
P/A 174.61 deg
Velocity: -17.89 km/s
Distance: 4.12 AU
MagR: 16.1
",False
Ocultation by Himalia,07/05/2020,04:09,07/05/2020,04:09,False,"Coord Star: 19 43 27.7986 -21 29 02.7970
C/A: 0.103 arcsec
P/A 174.61 deg
Velocity: -17.95 km/s
Distance: 4.12 AU
MagR: 15.3
",False
Ocultation by Himalia,07/05/2020,04:58,07/05/2020,04:58,False,"Coord Star: 19 43 26.5540 -21 29 04.4210
C/A: 0.123 arcsec
P/A 174.6 deg
Velocity: -17.96 km/s
Distance: 4.12 AU
MagR: 15.2
",False
Ocultation by Himalia,07/06/2020,08:42,07/06/2020,08:42,False,"Coord Star: 19 42 43.4244 -21 30 02.4330
C/A: 0.68 arcsec
P/A 354.55 deg
Velocity: -18.18 km/s
Distance: 4.11 AU
MagR: 14.7
",False
Ocultation by Himalia,07/11/2020,00:21,07/11/2020,00:21,False,"Coord Star: 19 39 44.5823 -21 34 05.6870
C/A: 1.722 arcsec
P/A 354.36 deg
Velocity: -18.9 km/s
Distance: 4.1 AU
MagR: 15.8
",False
Ocultation by Himalia,07/11/2020,01:17,07/11/2020,01:17,False,"Coord Star: 19 39 43.0492 -21 34 05.7860
C/A: 0.279 arcsec
P/A 174.36 deg
Velocity: -18.91 km/s
Distance: 4.1 AU
MagR: 16.2
",False
Ocultation by Himalia,07/11/2020,19:32,07/11/2020,19:32,False,"Coord Star: 19 39 13.1394 -21 34 47.2600
C/A: 0.128 arcsec
P/A 174.34 deg
Velocity: -19.0 km/s
Distance: 4.09 AU
MagR: 15.8
",False
Ocultation by Himalia,07/13/2020,16:21,07/13/2020,16:21,False,"Coord Star: 19 37 59.0861 -21 36 30.6750
C/A: 0.055 arcsec
P/A 174.27 deg
Velocity: -19.19 km/s
Distance: 4.09 AU
MagR: 14.4
",False
Ocultation by Himalia,07/14/2020,10:00,07/14/2020,10:00,False,"Coord Star: 19 37 29.7073 -21 37 12.7260
C/A: 0.57 arcsec
P/A 354.21 deg
Velocity: -19.25 km/s
Distance: 4.09 AU
MagR: 16.0
",False
Ocultation by Himalia,07/15/2020,14:21,07/15/2020,14:21,False,"Coord Star: 19 36 42.3504 -21 38 20.2630
C/A: 0.831 arcsec
P/A 354.15 deg
Velocity: -19.33 km/s
Distance: 4.09 AU
MagR: 15.2
",False
Ocultation by Himalia,07/16/2020,17:02,07/16/2020,17:02,False,"Coord Star: 19 35 57.6123 -21 39 25.3380
C/A: 1.749 arcsec
P/A 354.1 deg
Velocity: -19.38 km/s
Distance: 4.09 AU
MagR: 15.3
",False
Ocultation by Himalia,07/16/2020,17:21,07/16/2020,17:21,False,"Coord Star: 19 35 57.0500 -21 39 22.7850
C/A: 1.596 arcsec
P/A 174.1 deg
Velocity: -19.38 km/s
Distance: 4.09 AU
MagR: 12.8
",False
Ocultation by Himalia,07/18/2020,17:54,07/18/2020,17:54,False,"Coord Star: 19 34 35.3598 -21 41 24.0780
C/A: 0.966 arcsec
P/A 353.99 deg
Velocity: -19.44 km/s
Distance: 4.09 AU
MagR: 13.7
",False
Ocultation by Himalia,07/22/2020,00:36,07/22/2020,00:36,False,"Coord Star: 19 32 22.8723 -21 44 41.6680
C/A: 1.415 arcsec
P/A 353.81 deg
Velocity: -19.39 km/s
Distance: 4.09 AU
MagR: 12.5
",False
Ocultation by Himalia,07/24/2020,10:25,07/24/2020,10:25,False,"Coord Star: 19 30 46.1376 -21 47 07.7440
C/A: 0.378 arcsec
P/A 173.67 deg
Velocity: -19.25 km/s
Distance: 4.09 AU
MagR: 16.3
",False
Ocultation by Himalia,07/25/2020,13:40,07/25/2020,13:40,False,"Coord Star: 19 30 00.8761 -21 48 18.0030
C/A: 0.559 arcsec
P/A 173.59 deg
Velocity: -19.15 km/s
Distance: 4.1 AU
MagR: 13.8
",False
Ocultation by Himalia,07/26/2020,01:59,07/26/2020,01:59,False,"Coord Star: 19 29 40.5027 -21 48 50.4800
C/A: 0.061 arcsec
P/A 173.57 deg
Velocity: -19.1 km/s
Distance: 4.1 AU
MagR: 16.4
",False
Ocultation by Himalia,07/31/2020,16:10,07/31/2020,16:10,False,"Coord Star: 19 26 03.7400 -21 54 43.5010
C/A: 0.925 arcsec
P/A 353.12 deg
Velocity: -18.3 km/s
Distance: 4.12 AU
MagR: 16.2
",False
Ocultation by Himalia,07/31/2020,19:58,07/31/2020,19:58,False,"Coord Star: 19 25 57.7769 -21 54 52.5700
C/A: 0.018 arcsec
P/A 173.2 deg
Velocity: -18.27 km/s
Distance: 4.12 AU
MagR: 15.7
",False
Ocultation by Himalia,07/31/2020,23:06,07/31/2020,23:06,False,"Coord Star: 19 25 52.8647 -21 55 01.3700
C/A: 0.509 arcsec
P/A 353.1 deg
Velocity: -18.25 km/s
Distance: 4.12 AU
MagR: 19.9
",False
Ocultation by Himalia,08/02/2020,10:55,08/02/2020,10:55,False,"Coord Star: 19 24 57.1809 -21 56 35.8700
C/A: 0.32 arcsec
P/A 352.96 deg
Velocity: -17.95 km/s
Distance: 4.13 AU
MagR: 14.4
",False
Ocultation by Himalia,08/03/2020,06:58,08/03/2020,06:58,False,"Coord Star: 19 24 26.4765 -21 57 30.4140
C/A: 1.848 arcsec
P/A 352.89 deg
Velocity: -17.78 km/s
Distance: 4.13 AU
MagR: 15.3
",False
Ocultation by Himalia,08/03/2020,15:08,08/03/2020,15:08,False,"Coord Star: 19 24 14.0410 -21 57 48.6930
C/A: 1.484 arcsec
P/A 172.86 deg
Velocity: -17.7 km/s
Distance: 4.13 AU
MagR: 15.5
",False
Ocultation by Himalia,08/04/2020,02:22,08/04/2020,02:22,False,"Coord Star: 19 23 57.0912 -21 58 20.0710
C/A: 0.228 arcsec
P/A 352.8 deg
Velocity: -17.6 km/s
Distance: 4.14 AU
MagR: 14.6
",False
Ocultation by Himalia,08/04/2020,08:41,08/04/2020,08:41,False,"Coord Star: 19 23 47.5955 -21 58 36.5530
C/A: 0.015 arcsec
P/A 352.7 deg
Velocity: -17.54 km/s
Distance: 4.14 AU
MagR: 15.1
",False
Ocultation by Himalia,08/04/2020,14:17,08/04/2020,14:17,False,"Coord Star: 19 23 39.2093 -21 58 51.9410
C/A: 0.607 arcsec
P/A 352.76 deg
Velocity: -17.49 km/s
Distance: 4.14 AU
MagR: 15.7
",False
Ocultation by Himalia,08/04/2020,22:17,08/04/2020,22:17,False,"Coord Star: 19 23 27.2861 -21 59 13.6740
C/A: 1.218 arcsec
P/A 352.73 deg
Velocity: -17.41 km/s
Distance: 4.14 AU
MagR: 16.1
",False
Ocultation by Himalia,08/05/2020,02:24,08/05/2020,02:24,False,"Coord Star: 19 23 21.1226 -21 59 22.0780
C/A: 1.312 arcsec
P/A 172.71 deg
Velocity: -17.37 km/s
Distance: 4.14 AU
MagR: 13.4
",False
Ocultation by Himalia,08/05/2020,02:57,08/05/2020,02:57,False,"Coord Star: 19 23 20.3068 -21 59 23.1740
C/A: 1.665 arcsec
P/A 172.71 deg
Velocity: -17.36 km/s
Distance: 4.14 AU
MagR: 16.0
",False
Ocultation by Himalia,08/05/2020,18:28,08/05/2020,18:28,False,"Coord Star: 19 22 57.4046 -22 00 04.2470
C/A: 1.549 arcsec
P/A 172.64 deg
Velocity: -17.21 km/s
Distance: 4.15 AU
MagR: 16.1
",False
Ocultation by Himalia,08/06/2020,23:47,08/06/2020,23:47,False,"Coord Star: 19 22 14.8286 -22 01 24.6850
C/A: 1.688 arcsec
P/A 352.51 deg
Velocity: -16.89 km/s
Distance: 4.16 AU
MagR: 16.3
",False
Ocultation by Himalia,08/08/2020,14:31,08/08/2020,14:31,False,"Coord Star: 19 21 19.8842 -22 03 05.0410
C/A: 0.32 arcsec
P/A 352.31 deg
Velocity: -16.46 km/s
Distance: 4.17 AU
MagR: 15.0
",False
Ocultation by Himalia,08/09/2020,02:20,08/09/2020,02:20,False,"Coord Star: 19 21 03.4557 -22 03 37.3600
C/A: 1.703 arcsec
P/A 352.26 deg
Velocity: -16.32 km/s
Distance: 4.17 AU
MagR: 15.0
",False
Ocultation by Himalia,08/13/2020,10:05,08/13/2020,10:05,False,"Coord Star: 19 18 46.2301 -22 08 02.8320
C/A: 1.669 arcsec
P/A 171.66 deg
Velocity: -14.96 km/s
Distance: 4.21 AU
MagR: 14.7
",False
Ocultation by Himalia,08/17/2020,01:40,08/17/2020,01:40,False,"Coord Star: 19 17 01.2979 -22 11 45.2220
C/A: 0.82 arcsec
P/A 171.03 deg
Velocity: -13.66 km/s
Distance: 4.24 AU
MagR: 16.1
",False
Ocultation by Himalia,08/19/2020,02:44,08/19/2020,02:44,False,"Coord Star: 19 16 07.2741 -22 13 49.3000
C/A: 1.953 arcsec
P/A 350.6 deg
Velocity: -12.87 km/s
Distance: 4.26 AU
MagR: 14.9
",False
Ocultation by Himalia,08/19/2020,10:11,08/19/2020,10:11,False,"Coord Star: 19 15 59.3327 -22 14 04.3040
C/A: 1.327 arcsec
P/A 170.53 deg
Velocity: -12.75 km/s
Distance: 4.26 AU
MagR: 13.5
",False
Ocultation by Himalia,08/21/2020,18:08,08/21/2020,18:08,False,"Coord Star: 19 15 02.7899 -22 16 21.2680
C/A: 0.715 arcsec
P/A 349.95 deg
Velocity: -11.79 km/s
Distance: 4.29 AU
MagR: 15.5
",False
Ocultation by Himalia,08/24/2020,11:26,08/24/2020,11:26,False,"Coord Star: 19 14 02.9290 -22 18 52.0770
C/A: 1.559 arcsec
P/A 169.12 deg
Velocity: -10.62 km/s
Distance: 4.32 AU
MagR: 10.2
",False
Ocultation by Himalia,08/24/2020,15:06,08/24/2020,15:06,False,"Coord Star: 19 13 59.7860 -22 19 01.1000
C/A: 0.949 arcsec
P/A 169.07 deg
Velocity: -10.56 km/s
Distance: 4.32 AU
MagR: 15.5
",False
Ocultation by Himalia,08/27/2020,02:07,08/27/2020,02:07,False,"Coord Star: 19 13 12.0264 -22 21 15.0220
C/A: 0.349 arcsec
P/A 168.13 deg
Velocity: -9.46 km/s
Distance: 4.35 AU
MagR: 12.4
",False
Ocultation by Himalia,08/28/2020,02:58,08/28/2020,02:58,False,"Coord Star: 19 12 53.6292 -22 22 09.2060
C/A: 0.874 arcsec
P/A 167.66 deg
Velocity: -8.98 km/s
Distance: 4.37 AU
MagR: 14.9
",False
Ocultation by Himalia,08/30/2020,08:43,08/30/2020,08:43,False,"Coord Star: 19 12 17.4274 -22 24 05.5800
C/A: 0.38 arcsec
P/A 346.45 deg
Velocity: -7.94 km/s
Distance: 4.39 AU
MagR: 14.1
",False
Ocultation by Himalia,08/31/2020,15:52,08/31/2020,15:52,False,"Coord Star: 19 11 58.6273 -22 25 08.1700
C/A: 1.802 arcsec
P/A 165.59 deg
Velocity: -7.33 km/s
Distance: 4.41 AU
MagR: 14.7
",False
Ocultation by Himalia,09/02/2020,10:37,09/02/2020,10:37,False,"Coord Star: 19 11 35.6099 -22 26 36.4540
C/A: 0.318 arcsec
P/A 344.13 deg
Velocity: -6.47 km/s
Distance: 4.44 AU
MagR: 14.2
",False
Ocultation by Himalia,09/03/2020,01:23,09/03/2020,01:23,False,"Coord Star: 19 11 28.3861 -22 27 06.1860
C/A: 1.001 arcsec
P/A 343.53 deg
Velocity: -6.18 km/s
Distance: 4.44 AU
MagR: 14.2
",False
Ocultation by Himalia,09/04/2020,19:14,09/04/2020,19:14,False,"Coord Star: 19 11 09.9090 -22 28 25.9060
C/A: 0.4 arcsec
P/A 341.47 deg
Velocity: -5.33 km/s
Distance: 4.47 AU
MagR: 13.0
",False
Ocultation by Himalia,09/22/2020,20:54,09/22/2020,20:54,False,"Coord Star: 19 10 56.6414 -22 38 46.0470
C/A: 1.51 arcsec
P/A 191.21 deg
Velocity: 4.58 km/s
Distance: 4.74 AU
MagR: 14.1
",False
Ocultation by Himalia,09/23/2020,05:42,09/23/2020,05:42,False,"Coord Star: 19 10 59.6892 -22 38 54.4850
C/A: 1.172 arcsec
P/A 190.51 deg
Velocity: 4.77 km/s
Distance: 4.75 AU
MagR: 12.9
",False
Ocultation by Himalia,09/23/2020,16:10,09/23/2020,16:10,False,"Coord Star: 19 11 03.4838 -22 39 04.3360
C/A: 0.703 arcsec
P/A 189.75 deg
Velocity: 5.0 km/s
Distance: 4.76 AU
MagR: 14.8
",False
Ocultation by Himalia,09/26/2020,07:59,09/26/2020,07:59,False,"Coord Star: 19 11 30.5033 -22 39 57.8530
C/A: 1.829 arcsec
P/A 6.2 deg
Velocity: 6.4 km/s
Distance: 4.8 AU
MagR: 11.3
",False
Ocultation by Himalia,09/27/2020,08:12,09/27/2020,08:12,False,"Coord Star: 19 11 42.5060 -22 40 12.3370
C/A: 0.21 arcsec
P/A 185.21 deg
Velocity: 6.94 km/s
Distance: 4.82 AU
MagR: 13.6
",False
Ocultation by Himalia,09/28/2020,00:38,09/28/2020,00:38,False,"Coord Star: 19 11 51.1685 -22 40 23.7080
C/A: 0.868 arcsec
P/A 4.62 deg
Velocity: 7.31 km/s
Distance: 4.83 AU
MagR: 14.0
",False
Ocultation by Himalia,09/28/2020,02:10,09/28/2020,02:10,False,"Coord Star: 19 11 51.9960 -22 40 24.4980
C/A: 0.739 arcsec
P/A 4.56 deg
Velocity: 7.34 km/s
Distance: 4.83 AU
MagR: 12.9
",False
Ocultation by Himalia,10/01/2020,21:29,10/01/2020,21:29,False,"Coord Star: 19 12 48.1451 -22 41 08.3050
C/A: 1.41 arcsec
P/A 2.07 deg
Velocity: 9.36 km/s
Distance: 4.89 AU
MagR: 14.7
",False
Ocultation by Himalia,10/08/2020,18:54,10/08/2020,18:54,False,"Coord Star: 19 15 02.1719 -22 41 24.7640
C/A: 1.807 arcsec
P/A 359.31 deg
Velocity: 13.02 km/s
Distance: 5.01 AU
MagR: 19.5
",False
Ocultation by Himalia,10/11/2020,21:55,10/11/2020,21:55,False,"Coord Star: 19 16 16.0909 -22 41 00.5440
C/A: 1.842 arcsec
P/A 178.43 deg
Velocity: 14.66 km/s
Distance: 5.06 AU
MagR: 14.7
",False
Ocultation by Himalia,10/13/2020,04:28,10/13/2020,04:28,False,"Coord Star: 19 16 48.4703 -22 40 47.6460
C/A: 1.159 arcsec
P/A 178.11 deg
Velocity: 15.33 km/s
Distance: 5.08 AU
MagR: 15.5
",False
Ocultation by Himalia,10/19/2020,23:30,10/19/2020,23:30,False,"Coord Star: 19 20 02.5574 -22 38 44.8870
C/A: 1.524 arcsec
P/A 356.65 deg
Velocity: 18.83 km/s
Distance: 5.2 AU
MagR: 15.0
",False
Ocultation by Himalia,10/20/2020,02:04,10/20/2020,02:04,False,"Coord Star: 19 20 05.8831 -22 38 39.9240
C/A: 0.733 arcsec
P/A 176.63 deg
Velocity: 18.88 km/s
Distance: 5.2 AU
MagR: 16.0
",False
Ocultation by Himalia,10/20/2020,12:45,10/20/2020,12:45,False,"Coord Star: 19 20 19.8480 -22 38 28.7840
C/A: 0.35 arcsec
P/A 176.55 deg
Velocity: 19.11 km/s
Distance: 5.21 AU
MagR: 16.2
",False
Ocultation by Himalia,10/21/2020,06:24,10/21/2020,06:24,False,"Coord Star: 19 20 43.2301 -22 38 08.0660
C/A: 1.145 arcsec
P/A 176.41 deg
Velocity: 19.48 km/s
Distance: 5.22 AU
MagR: 16.1
",False
Ocultation by Himalia,10/22/2020,04:05,10/22/2020,04:05,False,"Coord Star: 19 21 12.4832 -22 37 42.3320
C/A: 0.889 arcsec
P/A 176.25 deg
Velocity: 19.93 km/s
Distance: 5.23 AU
MagR: 14.4
",False
Ocultation by Himalia,10/22/2020,14:56,10/22/2020,14:56,False,"Coord Star: 19 21 27.3360 -22 37 30.7640
C/A: 1.175 arcsec
P/A 356.16 deg
Velocity: 20.15 km/s
Distance: 5.24 AU
MagR: 14.7
",False
Ocultation by Himalia,10/22/2020,17:52,10/22/2020,17:52,False,"Coord Star: 19 21 31.3905 -22 37 25.0090
C/A: 0.803 arcsec
P/A 176.14 deg
Velocity: 20.21 km/s
Distance: 5.24 AU
MagR: 15.9
",False
Ocultation by Himalia,10/26/2020,01:59,10/26/2020,01:59,False,"Coord Star: 19 23 25.7386 -22 35 30.1620
C/A: 0.859 arcsec
P/A 175.58 deg
Velocity: 21.85 km/s
Distance: 5.3 AU
MagR: 13.2
",False
Ocultation by Himalia,10/26/2020,16:30,10/26/2020,16:30,False,"Coord Star: 19 23 47.2900 -22 35 09.2440
C/A: 1.568 arcsec
P/A 355.48 deg
Velocity: 22.14 km/s
Distance: 5.31 AU
MagR: 14.1
",False
Ocultation by Himalia,10/29/2020,21:21,10/29/2020,21:21,False,"Coord Star: 19 25 45.2081 -22 32 49.4090
C/A: 1.66 arcsec
P/A 174.97 deg
Velocity: 23.67 km/s
Distance: 5.36 AU
MagR: 16.3
",False
Ocultation by Himalia,11/01/2020,11:58,11/01/2020,11:58,False,"Coord Star: 19 27 26.1213 -22 30 44.0950
C/A: 0.958 arcsec
P/A 354.58 deg
Velocity: 24.89 km/s
Distance: 5.4 AU
MagR: 16.2
",False
Ocultation by Himalia,11/01/2020,13:29,11/01/2020,13:29,False,"Coord Star: 19 27 28.6020 -22 30 37.9490
C/A: 1.91 arcsec
P/A 174.57 deg
Velocity: 24.92 km/s
Distance: 5.4 AU
MagR: 15.5
",False
Ocultation by Himalia,11/03/2020,09:35,11/03/2020,09:35,False,"Coord Star: 19 28 42.1913 -22 28 58.4910
C/A: 1.949 arcsec
P/A 174.3 deg
Velocity: 25.76 km/s
Distance: 5.43 AU
MagR: 16.6
",False
Ocultation by Himalia,11/05/2020,03:48,11/05/2020,03:48,False,"Coord Star: 19 29 54.5414 -22 27 20.0250
C/A: 1.936 arcsec
P/A 354.05 deg
Velocity: 26.56 km/s
Distance: 5.45 AU
MagR: 15.1
",False
Ocultation by Himalia,11/06/2020,00:46,11/06/2020,00:46,False,"Coord Star: 19 30 31.1251 -22 26 26.1470
C/A: 1.51 arcsec
P/A 353.92 deg
Velocity: 26.95 km/s
Distance: 5.47 AU
MagR: 16.6
",False
Ocultation by Himalia,11/08/2020,07:25,11/08/2020,07:25,False,"Coord Star: 19 32 08.4649 -22 23 55.4210
C/A: 1.671 arcsec
P/A 173.61 deg
Velocity: 27.96 km/s
Distance: 5.5 AU
MagR: 16.4
",False
Ocultation by Himalia,11/09/2020,04:13,11/09/2020,04:13,False,"Coord Star: 19 32 46.2876 -22 22 56.7200
C/A: 1.026 arcsec
P/A 173.49 deg
Velocity: 28.34 km/s
Distance: 5.51 AU
MagR: 16.0
",False
Ocultation by Himalia,11/10/2020,05:24,11/10/2020,05:24,False,"Coord Star: 19 33 32.6134 -22 21 44.3700
C/A: 0.811 arcsec
P/A 353.34 deg
Velocity: 28.79 km/s
Distance: 5.53 AU
MagR: 16.0
",False
Ocultation by Himalia,11/11/2020,04:50,11/11/2020,04:50,False,"Coord Star: 19 34 16.2303 -22 20 32.2640
C/A: 0.063 arcsec
P/A 353.17 deg
Velocity: 29.21 km/s
Distance: 5.54 AU
MagR: 15.5
",False
