Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Private
Ocultation by Ananke,02/18/2016,15:28,02/18/2016,15:28,False,"Coord Star: 11 31 59.3078 +04 18 25.0920
C/A: 0.118 arcsec
P/A 198.88 deg
Velocity: -15.87 km/s
Distance: 4.53 AU
MagR: 14.5
",False
Ocultation by Ananke,03/28/2016,09:07,03/28/2016,09:07,False,"Coord Star: 11 12 45.3316 +05 57 30.0800
C/A: 0.831 arcsec
P/A 18.69 deg
Velocity: -16.94 km/s
Distance: 4.57 AU
MagR: 13.3
",False
Ocultation by Ananke,07/16/2016,18:02,07/16/2016,18:02,False,"Coord Star: 11 19 37.7037 +04 41 32.1950
C/A: 1.429 arcsec
P/A 23.13 deg
Velocity: 27.35 km/s
Distance: 6.1 AU
MagR: 14.3
",False
Ocultation by Ananke,08/11/2016,06:59,08/11/2016,06:59,False,"Coord Star: 11 35 16.5387 +03 02 10.4220
C/A: 1.678 arcsec
P/A 202.92 deg
Velocity: 34.92 km/s
Distance: 6.37 AU
MagR: 15.4
",False
Ocultation by Ananke,11/01/2016,16:25,11/01/2016,16:25,False,"Coord Star: 12 36 20.9712 -03 15 54.1170
C/A: 0.149 arcsec
P/A 21.56 deg
Velocity: 37.66 km/s
Distance: 6.34 AU
MagR: 13.6
",False
Ocultation by Ananke,11/01/2016,16:59,11/01/2016,16:59,False,"Coord Star: 12 36 21.9616 -03 16 01.1840
C/A: 1.275 arcsec
P/A 21.55 deg
Velocity: 37.65 km/s
Distance: 6.34 AU
MagR: 16.7
",False
Ocultation by Ananke,11/07/2016,22:17,11/07/2016,22:17,False,"Coord Star: 12 40 52.3402 -03 42 30.0960
C/A: 0.808 arcsec
P/A 21.32 deg
Velocity: 36.37 km/s
Distance: 6.28 AU
MagR: 17.0
",False
Ocultation by Ananke,11/13/2016,10:02,11/13/2016,10:02,False,"Coord Star: 12 44 45.2518 -04 05 02.9330
C/A: 1.48 arcsec
P/A 21.08 deg
Velocity: 35.07 km/s
Distance: 6.22 AU
MagR: 16.0
",False
Ocultation by Ananke,11/23/2016,03:12,11/23/2016,03:12,False,"Coord Star: 12 51 21.9394 -04 42 40.5950
C/A: 0.535 arcsec
P/A 200.6 deg
Velocity: 32.43 km/s
Distance: 6.1 AU
MagR: 16.6
",False
Ocultation by Ananke,11/26/2016,15:32,11/26/2016,15:32,False,"Coord Star: 12 53 39.6069 -04 55 31.4770
C/A: 0.711 arcsec
P/A 20.41 deg
Velocity: 31.35 km/s
Distance: 6.05 AU
MagR: 14.1
",False
Ocultation by Ananke,12/03/2016,07:47,12/03/2016,07:47,False,"Coord Star: 12 57 51.3077 -05 18 36.3020
C/A: 1.748 arcsec
P/A 19.99 deg
Velocity: 29.13 km/s
Distance: 5.96 AU
MagR: 10.5
",False
Ocultation by Ananke,12/07/2016,11:23,12/07/2016,11:23,False,"Coord Star: 13 00 20.4898 -05 31 59.3140
C/A: 1.043 arcsec
P/A 19.69 deg
Velocity: 27.64 km/s
Distance: 5.9 AU
MagR: 13.9
",False
Ocultation by Ananke,02/13/2017,20:51,02/13/2017,20:51,False,"Coord Star: 13 20 55.5558 -06 51 31.7200
C/A: 1.747 arcsec
P/A 55.16 deg
Velocity: -3.25 km/s
Distance: 4.78 AU
MagR: 12.0
",False
Ocultation by Ananke,04/03/2017,06:26,04/03/2017,06:26,False,"Coord Star: 13 07 41.6706 -04 56 31.1470
C/A: 1.359 arcsec
P/A 26.38 deg
Velocity: -15.08 km/s
Distance: 4.36 AU
MagR: 15.8
",False
Ocultation by Ananke,04/11/2017,02:56,04/11/2017,02:56,False,"Coord Star: 13 04 27.2382 -04 32 47.3940
C/A: 1.888 arcsec
P/A 205.71 deg
Velocity: -14.93 km/s
Distance: 4.35 AU
MagR: 15.3
",False
Ocultation by Ananke,05/01/2017,03:59,05/01/2017,03:59,False,"Coord Star: 12 56 54.8795 -03 40 30.7310
C/A: 1.501 arcsec
P/A 203.87 deg
Velocity: -11.75 km/s
Distance: 4.42 AU
MagR: 14.4
",False
Ocultation by Ananke,05/02/2017,03:43,05/02/2017,03:43,False,"Coord Star: 12 56 35.9797 -03 38 25.7490
C/A: 1.62 arcsec
P/A 203.75 deg
Velocity: -11.5 km/s
Distance: 4.43 AU
MagR: 15.5
",False
Ocultation by Ananke,07/27/2017,11:04,07/27/2017,11:04,False,"Coord Star: 13 05 12.2828 -05 05 17.8850
C/A: 0.549 arcsec
P/A 26.93 deg
Velocity: 23.14 km/s
Distance: 5.63 AU
MagR: 16.6
",False
Ocultation by Ananke,08/03/2017,21:59,08/03/2017,21:59,False,"Coord Star: 13 09 00.7302 -05 33 55.6790
C/A: 0.126 arcsec
P/A 26.55 deg
Velocity: 25.81 km/s
Distance: 5.75 AU
MagR: 15.2
",False
Ocultation by Ananke,08/05/2017,06:27,08/05/2017,06:27,False,"Coord Star: 13 09 44.3857 -05 39 21.0530
C/A: 0.44 arcsec
P/A 26.48 deg
Velocity: 26.27 km/s
Distance: 5.77 AU
MagR: 16.8
",False
Ocultation by Ananke,08/18/2017,13:35,08/18/2017,13:35,False,"Coord Star: 13 17 25.5265 -06 35 36.2980
C/A: 0.796 arcsec
P/A 25.82 deg
Velocity: 30.48 km/s
Distance: 5.97 AU
MagR: 15.9
",False
Ocultation by Ananke,08/27/2017,05:04,08/27/2017,05:04,False,"Coord Star: 13 22 53.3278 -07 14 32.8270
C/A: 0.803 arcsec
P/A 205.38 deg
Velocity: 32.87 km/s
Distance: 6.09 AU
MagR: 16.4
",False
Ocultation by Ananke,12/12/2017,00:35,12/12/2017,00:35,False,"Coord Star: 14 42 11.5647 -15 14 37.6370
C/A: 1.691 arcsec
P/A 19.29 deg
Velocity: 34.2 km/s
Distance: 6.31 AU
MagR: 14.2
",False
Ocultation by Ananke,12/15/2017,22:59,12/15/2017,22:59,False,"Coord Star: 14 44 55.3604 -15 28 18.4380
C/A: 1.39 arcsec
P/A 199.07 deg
Velocity: 33.14 km/s
Distance: 6.27 AU
MagR: 16.9
",False
Ocultation by Ananke,12/19/2017,10:54,12/19/2017,10:54,False,"Coord Star: 14 47 17.5831 -15 40 08.5080
C/A: 1.61 arcsec
P/A 18.89 deg
Velocity: 32.13 km/s
Distance: 6.23 AU
MagR: 16.1
",False
Ocultation by Ananke,12/22/2017,09:13,12/22/2017,09:13,False,"Coord Star: 14 49 14.2765 -15 49 40.0860
C/A: 0.738 arcsec
P/A 198.74 deg
Velocity: 31.23 km/s
Distance: 6.2 AU
MagR: 16.5
",False
Ocultation by Ananke,12/23/2017,04:20,12/23/2017,04:20,False,"Coord Star: 14 49 45.5211 -15 52 14.1930
C/A: 0.499 arcsec
P/A 18.71 deg
Velocity: 30.98 km/s
Distance: 6.19 AU
MagR: 16.6
",False
Ocultation by Ananke,12/23/2017,19:24,12/23/2017,19:24,False,"Coord Star: 14 50 10.0490 -15 54 14.4510
C/A: 1.043 arcsec
P/A 18.67 deg
Velocity: 30.78 km/s
Distance: 6.18 AU
MagR: 16.0
",False
Ocultation by Ananke,01/07/2018,01:35,01/07/2018,01:35,False,"Coord Star: 14 58 51.3338 -16 35 43.8520
C/A: 1.74 arcsec
P/A 18.02 deg
Velocity: 25.8 km/s
Distance: 5.99 AU
MagR: 12.6
",False
Ocultation by Ananke,01/10/2018,17:46,01/10/2018,17:46,False,"Coord Star: 15 00 53.2960 -16 45 11.5090
C/A: 1.762 arcsec
P/A 17.88 deg
Velocity: 24.37 km/s
Distance: 5.93 AU
MagR: 16.6
",False
Ocultation by Ananke,01/21/2018,14:49,01/21/2018,14:49,False,"Coord Star: 15 06 18.8419 -17 10 00.1710
C/A: 0.219 arcsec
P/A 197.53 deg
Velocity: 19.83 km/s
Distance: 5.76 AU
MagR: 13.5
",False
Ocultation by Ananke,01/23/2018,04:24,01/23/2018,04:24,False,"Coord Star: 15 07 00.8790 -17 13 11.2860
C/A: 0.716 arcsec
P/A 17.5 deg
Velocity: 19.15 km/s
Distance: 5.74 AU
MagR: 16.1
",False
Ocultation by Ananke,01/24/2018,06:55,01/24/2018,06:55,False,"Coord Star: 15 07 29.8456 -17 15 19.9860
C/A: 1.225 arcsec
P/A 197.47 deg
Velocity: 18.66 km/s
Distance: 5.72 AU
MagR: 12.9
",False
Ocultation by Ananke,01/28/2018,00:48,01/28/2018,00:48,False,"Coord Star: 15 09 02.9605 -17 22 18.7020
C/A: 1.34 arcsec
P/A 197.4 deg
Velocity: 16.98 km/s
Distance: 5.66 AU
MagR: 15.0
",False
Ocultation by Ananke,02/08/2018,15:59,02/08/2018,15:59,False,"Coord Star: 15 13 00.7762 -17 40 04.4210
C/A: 0.226 arcsec
P/A 17.41 deg
Velocity: 11.6 km/s
Distance: 5.46 AU
MagR: 15.7
",False
Ocultation by Ananke,02/09/2018,10:23,02/09/2018,10:23,False,"Coord Star: 15 13 13.5199 -17 41 02.9570
C/A: 1.574 arcsec
P/A 17.42 deg
Velocity: 11.23 km/s
Distance: 5.45 AU
MagR: 15.4
",False
Ocultation by Ananke,03/21/2018,19:17,03/21/2018,19:17,False,"Coord Star: 15 14 43.4668 -17 50 47.2940
C/A: 0.784 arcsec
P/A 194.53 deg
Velocity: -7.39 km/s
Distance: 4.8 AU
MagR: 15.3
",False
Ocultation by Ananke,03/23/2018,16:56,03/23/2018,16:56,False,"Coord Star: 15 14 18.5238 -17 49 14.7000
C/A: 0.407 arcsec
P/A 194.72 deg
Velocity: -8.14 km/s
Distance: 4.77 AU
MagR: 15.5
",False
Ocultation by Ananke,03/28/2018,22:15,03/28/2018,22:15,False,"Coord Star: 15 12 57.3660 -17 44 07.0340
C/A: 1.488 arcsec
P/A 15.15 deg
Velocity: -10.09 km/s
Distance: 4.7 AU
MagR: 13.9
",False
Ocultation by Ananke,03/31/2018,05:08,03/31/2018,05:08,False,"Coord Star: 15 12 16.2627 -17 41 24.4540
C/A: 1.174 arcsec
P/A 195.29 deg
Velocity: -10.89 km/s
Distance: 4.68 AU
MagR: 15.7
",False
Ocultation by Ananke,04/03/2018,17:45,04/03/2018,17:45,False,"Coord Star: 15 11 06.3673 -17 36 51.5970
C/A: 1.168 arcsec
P/A 15.51 deg
Velocity: -12.05 km/s
Distance: 4.64 AU
MagR: 15.5
",False
Ocultation by Ananke,04/06/2018,00:21,04/06/2018,00:21,False,"Coord Star: 15 10 17.3782 -17 33 35.5360
C/A: 0.369 arcsec
P/A 15.64 deg
Velocity: -12.76 km/s
Distance: 4.61 AU
MagR: 11.7
",False
Ocultation by Ananke,04/16/2018,06:36,04/16/2018,06:36,False,"Coord Star: 15 06 02.3964 -17 16 11.8280
C/A: 1.779 arcsec
P/A 196.2 deg
Velocity: -15.41 km/s
Distance: 4.52 AU
MagR: 16.1
",False
Ocultation by Ananke,04/17/2018,02:43,04/17/2018,02:43,False,"Coord Star: 15 05 39.3946 -17 14 37.1490
C/A: 0.654 arcsec
P/A 196.24 deg
Velocity: -15.58 km/s
Distance: 4.51 AU
MagR: 16.2
",False
Ocultation by Ananke,04/23/2018,22:27,04/23/2018,22:27,False,"Coord Star: 15 02 23.0935 -17 00 48.5710
C/A: 0.47 arcsec
P/A 16.62 deg
Velocity: -16.72 km/s
Distance: 4.47 AU
MagR: 16.2
",False
Ocultation by Ananke,04/25/2018,16:27,04/25/2018,16:27,False,"Coord Star: 15 01 30.6010 -16 57 01.5740
C/A: 1.137 arcsec
P/A 196.7 deg
Velocity: -16.93 km/s
Distance: 4.46 AU
MagR: 15.6
",False
Ocultation by Ananke,04/27/2018,20:50,04/27/2018,20:50,False,"Coord Star: 15 00 24.0962 -16 52 17.1070
C/A: 1.752 arcsec
P/A 16.82 deg
Velocity: -17.16 km/s
Distance: 4.45 AU
MagR: 15.9
",False
Ocultation by Ananke,05/02/2018,02:57,05/02/2018,02:57,False,"Coord Star: 14 58 12.3420 -16 42 40.4630
C/A: 1.236 arcsec
P/A 17.05 deg
Velocity: -17.45 km/s
Distance: 4.43 AU
MagR: 16.0
",False
Ocultation by Ananke,05/05/2018,21:35,05/05/2018,21:35,False,"Coord Star: 14 56 13.9467 -16 33 53.4000
C/A: 0.62 arcsec
P/A 197.25 deg
Velocity: -17.56 km/s
Distance: 4.42 AU
MagR: 15.3
",False
Ocultation by Ananke,05/10/2018,15:45,05/10/2018,15:45,False,"Coord Star: 14 53 44.5904 -16 22 43.2090
C/A: 1.705 arcsec
P/A 17.52 deg
Velocity: -17.48 km/s
Distance: 4.41 AU
MagR: 15.9
",False
Ocultation by Ananke,05/11/2018,05:26,05/11/2018,05:26,False,"Coord Star: 14 53 26.8441 -16 21 19.0720
C/A: 1.582 arcsec
P/A 197.55 deg
Velocity: -17.46 km/s
Distance: 4.41 AU
MagR: 15.2
",False
Ocultation by Ananke,05/19/2018,23:52,05/19/2018,23:52,False,"Coord Star: 14 48 59.4841 -16 00 44.3840
C/A: 0.041 arcsec
P/A 18.11 deg
Velocity: -16.6 km/s
Distance: 4.42 AU
MagR: 15.9
",False
Ocultation by Ananke,06/05/2018,13:00,06/05/2018,13:00,False,"Coord Star: 14 41 44.2410 -15 25 36.5640
C/A: 0.532 arcsec
P/A 199.11 deg
Velocity: -12.94 km/s
Distance: 4.5 AU
MagR: 16.1
",False
Ocultation by Ananke,07/10/2018,05:37,07/10/2018,05:37,False,"Coord Star: 14 35 23.4501 -14 49 56.5320
C/A: 1.738 arcsec
P/A 348.47 deg
Velocity: 0.91 km/s
Distance: 4.85 AU
MagR: 13.0
",False
Ocultation by Ananke,07/17/2018,21:59,07/17/2018,21:59,False,"Coord Star: 14 35 57.0338 -14 51 02.3090
C/A: 0.725 arcsec
P/A 191.93 deg
Velocity: 4.45 km/s
Distance: 4.95 AU
MagR: 14.9
",False
Ocultation by Ananke,08/16/2018,00:48,08/16/2018,00:48,False,"Coord Star: 14 44 22.8371 -15 24 01.9800
C/A: 1.748 arcsec
P/A 195.7 deg
Velocity: 18.21 km/s
Distance: 5.36 AU
MagR: 15.5
",False
Ocultation by Ananke,08/19/2018,02:36,08/19/2018,02:36,False,"Coord Star: 14 45 48.4565 -15 29 53.5940
C/A: 1.617 arcsec
P/A 15.71 deg
Velocity: 19.6 km/s
Distance: 5.4 AU
MagR: 16.5
",False
Ocultation by Ananke,08/27/2018,11:03,08/27/2018,11:03,False,"Coord Star: 14 50 08.8134 -15 47 25.7900
C/A: 0.616 arcsec
P/A 195.6 deg
Velocity: 23.26 km/s
Distance: 5.52 AU
MagR: 15.1
",False
Ocultation by Ananke,09/06/2018,13:09,09/06/2018,13:09,False,"Coord Star: 14 56 13.5112 -16 11 40.3900
C/A: 1.261 arcsec
P/A 195.32 deg
Velocity: 27.44 km/s
Distance: 5.65 AU
MagR: 11.0
",False
Ocultation by Ananke,09/10/2018,11:33,09/10/2018,11:33,False,"Coord Star: 14 58 49.5501 -16 21 53.5020
C/A: 0.684 arcsec
P/A 195.17 deg
Velocity: 28.98 km/s
Distance: 5.7 AU
MagR: 11.2
",False
Ocultation by Ananke,09/13/2018,03:41,09/13/2018,03:41,False,"Coord Star: 15 00 39.7401 -16 29 03.0960
C/A: 0.369 arcsec
P/A 15.08 deg
Velocity: 30.0 km/s
Distance: 5.73 AU
MagR: 16.6
",False
Ocultation by Ananke,09/16/2018,05:12,09/16/2018,05:12,False,"Coord Star: 15 02 50.0778 -16 37 24.5050
C/A: 0.509 arcsec
P/A 194.93 deg
Velocity: 31.13 km/s
Distance: 5.77 AU
MagR: 15.1
",False
Ocultation by Ananke,09/18/2018,09:59,09/18/2018,09:59,False,"Coord Star: 15 04 26.2003 -16 43 30.3250
C/A: 1.839 arcsec
P/A 194.84 deg
Velocity: 31.92 km/s
Distance: 5.79 AU
MagR: 16.6
",False
Ocultation by Ananke,09/19/2018,12:07,09/19/2018,12:07,False,"Coord Star: 15 05 14.5325 -16 46 34.0050
C/A: 1.722 arcsec
P/A 194.78 deg
Velocity: 32.3 km/s
Distance: 5.81 AU
MagR: 15.1
",False
Ocultation by Ananke,09/23/2018,03:58,09/23/2018,03:58,False,"Coord Star: 15 08 00.5592 -16 56 59.3580
C/A: 1.318 arcsec
P/A 194.6 deg
Velocity: 33.55 km/s
Distance: 5.85 AU
MagR: 16.4
",False
Ocultation by Ananke,09/24/2018,17:15,09/24/2018,17:15,False,"Coord Star: 15 09 12.5813 -17 01 30.6240
C/A: 1.515 arcsec
P/A 14.52 deg
Velocity: 34.06 km/s
Distance: 5.86 AU
MagR: 15.3
",False
Ocultation by Ananke,09/27/2018,08:24,09/27/2018,08:24,False,"Coord Star: 15 11 16.8220 -17 09 08.6500
C/A: 0.681 arcsec
P/A 14.38 deg
Velocity: 34.9 km/s
Distance: 5.89 AU
MagR: 16.8
",False
Ocultation by Ananke,09/30/2018,03:12,09/30/2018,03:12,False,"Coord Star: 15 13 31.0108 -17 17 19.6690
C/A: 1.818 arcsec
P/A 14.22 deg
Velocity: 35.77 km/s
Distance: 5.92 AU
MagR: 15.5
",False
Ocultation by Ananke,10/03/2018,04:06,10/03/2018,04:06,False,"Coord Star: 15 16 00.7705 -17 26 15.3590
C/A: 1.868 arcsec
P/A 194.03 deg
Velocity: 36.69 km/s
Distance: 5.95 AU
MagR: 14.6
",False
Ocultation by Ananke,10/03/2018,14:47,10/03/2018,14:47,False,"Coord Star: 15 16 22.9658 -17 27 34.8720
C/A: 1.666 arcsec
P/A 194.0 deg
Velocity: 36.82 km/s
Distance: 5.95 AU
MagR: 14.5
",False
Ocultation by Ananke,10/04/2018,03:36,10/04/2018,03:36,False,"Coord Star: 15 16 49.6799 -17 29 11.3820
C/A: 0.419 arcsec
P/A 193.96 deg
Velocity: 36.97 km/s
Distance: 5.96 AU
MagR: 16.8
",False
Ocultation by Ananke,10/04/2018,12:25,10/04/2018,12:25,False,"Coord Star: 15 17 08.0717 -17 30 18.4340
C/A: 1.163 arcsec
P/A 13.95 deg
Velocity: 37.08 km/s
Distance: 5.96 AU
MagR: 12.3
",False
Ocultation by Ananke,10/08/2018,00:04,10/08/2018,00:04,False,"Coord Star: 15 20 05.3836 -17 40 42.0870
C/A: 0.142 arcsec
P/A 13.76 deg
Velocity: 38.06 km/s
Distance: 5.99 AU
MagR: 17.0
",False
Ocultation by Ananke,10/08/2018,20:49,10/08/2018,20:49,False,"Coord Star: 15 20 49.9741 -17 43 15.5110
C/A: 1.751 arcsec
P/A 193.67 deg
Velocity: 38.29 km/s
Distance: 6.0 AU
MagR: 15.3
",False
Ocultation by Ananke,10/11/2018,23:54,10/11/2018,23:54,False,"Coord Star: 15 23 33.2620 -17 52 39.2750
C/A: 1.058 arcsec
P/A 193.46 deg
Velocity: 39.1 km/s
Distance: 6.03 AU
MagR: 17.0
",False
Ocultation by Ananke,10/17/2018,06:25,10/17/2018,06:25,False,"Coord Star: 15 28 14.8221 -18 08 29.6650
C/A: 0.667 arcsec
P/A 13.11 deg
Velocity: 40.35 km/s
Distance: 6.07 AU
MagR: 16.2
",False
Ocultation by Ananke,10/17/2018,17:52,10/17/2018,17:52,False,"Coord Star: 15 28 40.7110 -18 09 55.1030
C/A: 0.321 arcsec
P/A 13.09 deg
Velocity: 40.45 km/s
Distance: 6.07 AU
MagR: 17.3
",False
Ocultation by Ananke,01/02/2019,22:16,01/02/2019,22:16,False,"Coord Star: 16 44 16.8171 -21 14 30.3590
C/A: 0.343 arcsec
P/A 186.32 deg
Velocity: 40.85 km/s
Distance: 6.07 AU
MagR: 17.2
",False
Ocultation by Ananke,01/03/2019,00:22,01/03/2019,00:22,False,"Coord Star: 16 44 21.8129 -21 14 39.3810
C/A: 0.929 arcsec
P/A 6.32 deg
Velocity: 40.83 km/s
Distance: 6.07 AU
MagR: 15.7
",False
Ocultation by Ananke,01/09/2019,19:32,01/09/2019,19:32,False,"Coord Star: 16 50 43.5569 -21 24 00.9670
C/A: 0.44 arcsec
P/A 5.72 deg
Velocity: 39.16 km/s
Distance: 6.02 AU
MagR: 16.7
",False
Ocultation by Ananke,01/10/2019,07:18,01/10/2019,07:18,False,"Coord Star: 16 51 10.6364 -21 24 37.0440
C/A: 1.153 arcsec
P/A 185.67 deg
Velocity: 39.03 km/s
Distance: 6.01 AU
MagR: 17.2
",False
Ocultation by Ananke,01/10/2019,18:46,01/10/2019,18:46,False,"Coord Star: 16 51 36.9256 -21 25 13.7530
C/A: 0.746 arcsec
P/A 185.62 deg
Velocity: 38.9 km/s
Distance: 6.01 AU
MagR: 15.0
",False
Ocultation by Ananke,01/10/2019,22:11,01/10/2019,22:11,False,"Coord Star: 16 51 44.7541 -21 25 26.0520
C/A: 0.786 arcsec
P/A 5.62 deg
Velocity: 38.86 km/s
Distance: 6.01 AU
MagR: 17.2
",False
Ocultation by Ananke,01/11/2019,23:30,01/11/2019,23:30,False,"Coord Star: 16 52 42.5499 -21 26 43.7670
C/A: 0.155 arcsec
P/A 185.51 deg
Velocity: 38.57 km/s
Distance: 6.0 AU
MagR: 17.2
",False
Ocultation by Ananke,01/14/2019,02:05,01/14/2019,02:05,False,"Coord Star: 16 54 36.9821 -21 29 17.3910
C/A: 1.596 arcsec
P/A 5.34 deg
Velocity: 37.97 km/s
Distance: 5.98 AU
MagR: 17.1
",False
Ocultation by Ananke,01/15/2019,02:47,01/15/2019,02:47,False,"Coord Star: 16 55 32.3941 -21 30 26.1820
C/A: 1.278 arcsec
P/A 185.25 deg
Velocity: 37.67 km/s
Distance: 5.97 AU
MagR: 16.9
",False
Ocultation by Ananke,01/16/2019,11:49,01/16/2019,11:49,False,"Coord Star: 16 56 45.9415 -21 32 00.4840
C/A: 0.251 arcsec
P/A 185.13 deg
Velocity: 37.26 km/s
Distance: 5.96 AU
MagR: 17.0
",False
Ocultation by Ananke,01/16/2019,12:25,01/16/2019,12:25,False,"Coord Star: 16 56 47.2854 -21 32 01.0490
C/A: 1.368 arcsec
P/A 185.13 deg
Velocity: 37.26 km/s
Distance: 5.96 AU
MagR: 16.2
",False
Ocultation by Ananke,01/16/2019,18:13,01/16/2019,18:13,False,"Coord Star: 16 57 00.1200 -21 32 17.9230
C/A: 0.548 arcsec
P/A 185.11 deg
Velocity: 37.18 km/s
Distance: 5.95 AU
MagR: 17.0
",False
Ocultation by Ananke,01/17/2019,20:53,01/17/2019,20:53,False,"Coord Star: 16 57 58.9039 -21 33 30.1720
C/A: 0.993 arcsec
P/A 185.02 deg
Velocity: 36.84 km/s
Distance: 5.94 AU
MagR: 13.0
",False
Ocultation by Ananke,01/19/2019,04:55,01/19/2019,04:55,False,"Coord Star: 16 59 08.9985 -21 34 54.8970
C/A: 1.183 arcsec
P/A 184.91 deg
Velocity: 36.43 km/s
Distance: 5.93 AU
MagR: 15.7
",False
Ocultation by Ananke,01/19/2019,09:06,01/19/2019,09:06,False,"Coord Star: 16 59 18.0847 -21 35 08.7980
C/A: 1.838 arcsec
P/A 4.89 deg
Velocity: 36.37 km/s
Distance: 5.93 AU
MagR: 16.9
",False
Ocultation by Ananke,01/19/2019,17:23,01/19/2019,17:23,False,"Coord Star: 16 59 36.0762 -21 35 28.9580
C/A: 0.579 arcsec
P/A 4.87 deg
Velocity: 36.26 km/s
Distance: 5.93 AU
MagR: 12.6
",False
Ocultation by Ananke,01/20/2019,14:13,01/20/2019,14:13,False,"Coord Star: 17 00 21.1549 -21 36 23.2280
C/A: 1.72 arcsec
P/A 4.8 deg
Velocity: 35.98 km/s
Distance: 5.92 AU
MagR: 16.2
",False
Ocultation by Ananke,01/20/2019,19:39,01/20/2019,19:39,False,"Coord Star: 17 00 32.8647 -21 36 36.4500
C/A: 1.272 arcsec
P/A 4.78 deg
Velocity: 35.91 km/s
Distance: 5.91 AU
MagR: 15.7
",False
Ocultation by Ananke,01/21/2019,02:23,01/21/2019,02:23,False,"Coord Star: 17 00 47.3550 -21 36 53.0840
C/A: 1.062 arcsec
P/A 4.76 deg
Velocity: 35.82 km/s
Distance: 5.91 AU
MagR: 15.2
",False
Ocultation by Ananke,01/21/2019,03:52,01/21/2019,03:52,False,"Coord Star: 17 00 50.5179 -21 36 57.3870
C/A: 1.697 arcsec
P/A 4.75 deg
Velocity: 35.8 km/s
Distance: 5.91 AU
MagR: 15.8
",False
Ocultation by Ananke,01/22/2019,02:56,01/22/2019,02:56,False,"Coord Star: 17 01 39.9260 -21 37 50.8430
C/A: 1.599 arcsec
P/A 184.67 deg
Velocity: 35.49 km/s
Distance: 5.9 AU
MagR: 14.8
",False
Ocultation by Ananke,01/22/2019,21:03,01/22/2019,21:03,False,"Coord Star: 17 02 18.4848 -21 38 34.4190
C/A: 1.671 arcsec
P/A 184.61 deg
Velocity: 35.24 km/s
Distance: 5.89 AU
MagR: 14.4
",False
Ocultation by Ananke,01/23/2019,10:02,01/23/2019,10:02,False,"Coord Star: 17 02 45.9587 -21 39 08.6350
C/A: 1.78 arcsec
P/A 4.57 deg
Velocity: 35.06 km/s
Distance: 5.89 AU
MagR: 17.1
",False
Ocultation by Ananke,01/24/2019,01:50,01/24/2019,01:50,False,"Coord Star: 17 03 19.2872 -21 39 42.9860
C/A: 0.777 arcsec
P/A 184.51 deg
Velocity: 34.84 km/s
Distance: 5.88 AU
MagR: 15.1
",False
Ocultation by Ananke,01/24/2019,14:13,01/24/2019,14:13,False,"Coord Star: 17 03 45.2592 -21 40 13.7200
C/A: 1.473 arcsec
P/A 4.48 deg
Velocity: 34.66 km/s
Distance: 5.88 AU
MagR: 16.6
",False
Ocultation by Ananke,01/26/2019,09:02,01/26/2019,09:02,False,"Coord Star: 17 05 14.2828 -21 41 49.8530
C/A: 1.944 arcsec
P/A 4.34 deg
Velocity: 34.05 km/s
Distance: 5.86 AU
MagR: 16.8
",False
Ocultation by Ananke,01/26/2019,17:32,01/26/2019,17:32,False,"Coord Star: 17 05 31.7962 -21 42 07.9100
C/A: 1.536 arcsec
P/A 4.32 deg
Velocity: 33.92 km/s
Distance: 5.85 AU
MagR: 11.2
",False
Ocultation by Ananke,01/27/2019,03:08,01/27/2019,03:08,False,"Coord Star: 17 05 51.5511 -21 42 28.8680
C/A: 1.802 arcsec
P/A 4.28 deg
Velocity: 33.78 km/s
Distance: 5.85 AU
MagR: 16.8
",False
Ocultation by Ananke,01/27/2019,08:12,01/27/2019,08:12,False,"Coord Star: 17 06 01.9335 -21 42 36.5380
C/A: 1.334 arcsec
P/A 184.27 deg
Velocity: 33.7 km/s
Distance: 5.85 AU
MagR: 16.6
",False
Ocultation by Ananke,01/27/2019,12:14,01/27/2019,12:14,False,"Coord Star: 17 06 10.1798 -21 42 45.1740
C/A: 1.259 arcsec
P/A 184.25 deg
Velocity: 33.65 km/s
Distance: 5.84 AU
MagR: 16.9
",False
Ocultation by Ananke,01/28/2019,11:24,01/28/2019,11:24,False,"Coord Star: 17 06 57.3719 -21 43 33.8170
C/A: 1.119 arcsec
P/A 184.18 deg
Velocity: 33.3 km/s
Distance: 5.83 AU
MagR: 16.8
",False
Ocultation by Ananke,01/28/2019,13:03,01/28/2019,13:03,False,"Coord Star: 17 07 00.7017 -21 43 40.0010
C/A: 1.667 arcsec
P/A 4.18 deg
Velocity: 33.27 km/s
Distance: 5.83 AU
MagR: 16.2
",False
Ocultation by Ananke,01/29/2019,04:44,01/29/2019,04:44,False,"Coord Star: 17 07 32.3839 -21 44 11.2400
C/A: 0.853 arcsec
P/A 4.13 deg
Velocity: 33.04 km/s
Distance: 5.83 AU
MagR: 16.2
",False
Ocultation by Ananke,01/29/2019,07:49,01/29/2019,07:49,False,"Coord Star: 17 07 38.6051 -21 44 15.7330
C/A: 0.898 arcsec
P/A 184.12 deg
Velocity: 32.99 km/s
Distance: 5.82 AU
MagR: 15.7
",False
