-22.534361  -45.579194 1830.0 OPD
-19.830278  -43.997500  825.0 CEAMIG
-23.209166  -45.581694  975.0 INPE
-25.089499  -50.089499  910.0 UEPG
-27.603416  -48.522361   20.0 UFSC
