   80509.733590780001        4.8024793    
   80562.765047249995        4.8028250    
   80615.640117529998        4.8031383    
   80668.561818000002        4.8034205    
   80721.625259819994        4.8036718    
   80774.515015180004        4.8038917    
   80827.499801219994        4.8040800    
   80880.545983019998        4.8042369    
   80933.656055030006        4.8043628    
   80986.545810399999        4.8044567    
   81039.686982629995        4.8045197    
   81092.937025730003        4.8045511    
   81146.109338399998        4.8045506    
   81199.125224649993        4.8045192    
   81252.155836220001        4.8044558    
   81305.170877580007        4.8043609    
   81358.186763820006        4.8042345    
   81411.078249219994        4.8040776    
   81464.217691419995        4.8038878    
   81517.421104309993        4.8036666    
   81570.328159929995        4.8034148    
   81623.437346820006        4.8031311    
   81676.499903499993        4.8028154    
   81729.389658870001        4.8024702    
   81782.515301110005        4.8020916    
   81835.734243989995        4.8016806    
   81888.764855560003        4.8012395    
   81942.031313779997        4.8007646    
   81995.968216959998        4.8002515    
   82048.999673429993        4.7997155    
   82101.905884149994        4.7991495    
   82155.030641260004        4.7985492    
   82208.156283499993        4.7979178    
   82261.155754630003        4.7972560    
   82314.264981750006        4.7965617    
   82367.186682219995        4.7958379    
   82420.312324459999        4.7950802    
   82473.374881149997        4.7942920    
