   81200.518015330003        1.0000032    
   81202.557030619995        1.0000031    
   81204.596086139994        1.0000031    
   81206.635101439999        1.0000031    
   81208.673312069994        1.0000030    
   81210.712327360001        1.0000030    
   81212.751382889997        1.0000030    
   81214.790398180005        1.0000029    
   81216.828568579993        1.0000029    
   81218.867624100007        1.0000029    
   81220.905794499995        1.0000027    
   81222.944850030006        1.0000027    
   81224.983865319999        1.0000026    
   81227.022920849995        1.0000026    
   81229.061976369994        1.0000026    
   81231.100991669999        1.0000025    
   81233.139162060004        1.0000025    
   81235.178217590001        1.0000025    
   81237.217273119997        1.0000024    
   81239.256288410004        1.0000024    
   81241.295343940001        1.0000024    
   81243.334399460000        1.0000023    
   81245.371684729995        1.0000023    
   81247.410740260006        1.0000023    
   81249.449755549998        1.0000021    
   81251.488811079995        1.0000021    
   81253.527866599994        1.0000021    
   81255.566881899998        1.0000020    
   81257.605052290004        1.0000020    
   81259.644107820000        1.0000020    
   81261.683163340000        1.0000019    
   81263.722178640004        1.0000019    
   81265.761234160003        1.0000019    
   81267.800249459993        1.0000018    
   81269.838460090003        1.0000018    
   81271.876630490005        1.0000018    
   81273.915645779998        1.0000017    
   81275.954701299997        1.0000017    
   81277.993756829994        1.0000017    
   81280.032772120001        1.0000015    
   81282.070942520004        1.0000015    
   81284.109998050000        1.0000015    
   81286.149053570000        1.0000015    
   81288.188068870004        1.0000014    
   81290.227124390003        1.0000014    
   81292.266139689993        1.0000014    
   81294.304350320002        1.0000013    
   81296.343365609995        1.0000013    
   81298.382421140006        1.0000013    
   81300.420591529997        1.0000012    
   81302.459647059994        1.0000012    
   81304.497817459996        1.0000012    
   81306.536832750004        1.0000012    
   81308.575888280000        1.0000011    
   81310.614943799999        1.0000011    
   81312.653959100004        1.0000011    
   81314.693014620003        1.0000010    
   81316.731185020006        1.0000010    
   81318.770200309998        1.0000010    
   81320.809255839995        1.0000010    
   81322.848311359994        1.0000008    
   81324.887326659999        1.0000008    
   81326.926382179998        1.0000008    
   81328.963707689996        1.0000007    
   81331.002722980003        1.0000007    
   81333.041778500003        1.0000007    
   81335.080793800007        1.0000007    
   81337.119849320006        1.0000006    
   81339.158904850003        1.0000006    
   81341.197075250006        1.0000006    
   81343.236090539998        1.0000006    
   81345.275146069995        1.0000005    
   81347.314201589994        1.0000005    
   81349.353216889998        1.0000005    
   81351.392272409998        1.0000005    
   81353.429597909999        1.0000004    
   81355.468613210003        1.0000004    
   81357.507668730002        1.0000004    
   81359.546684030007        1.0000004    
   81361.585739550006        1.0000002    
   81363.624795080003        1.0000002    
   81365.662965480005        1.0000002    
   81367.701980769998        1.0000002    
   81369.741036299994        1.0000001    
   81371.780091819994        1.0000001    
   81373.819107119998        1.0000001    
   81375.858162639997        1.0000001    
   81377.896333040000        1.0000000    
   81379.935388569997        1.0000000    
   81381.974403860004        1.0000000    
   81384.012574260007        1.0000000    
   81386.051629780006       0.99999994    
   81388.090685310002       0.99999994    
   81390.128855710005       0.99999988    
   81392.167870999998       0.99999988    
   81394.206926519997       0.99999982    
   81396.245982049993       0.99999982    
   81398.284997340001       0.99999976    
   81400.324052869997       0.99999976    
   81402.362223270000       0.99999976    
   81404.401278789999       0.99999970    
   81406.440294090004       0.99999970    
   81408.479349610003       0.99999964    
   81410.518364910007       0.99999964    
   81412.555690409994       0.99999964    
   81414.594745929993       0.99999958    
   81416.633761229998       0.99999958    
   81418.672816749997       0.99999952    
   81420.711872279993       0.99999952    
   81422.750887570000       0.99999952    
