   81453.333019020007        3.1118100    
   81455.372074540006        3.1117699    
   81457.411130070002        3.1117296    
   81459.450145359995        3.1116896    
   81461.488315759998        3.1116493    
   81463.527371289994        3.1116092    
   81465.566426809994        3.1115692    
   81467.604597209996        3.1115289    
   81469.643612500004        3.1114888    
   81471.682668030000        3.1114485    
   81473.720838430003        3.1114085    
   81475.759893950002        3.1113684    
   81477.798909250007        3.1113281    
   81479.837964770006        3.1112881    
   81481.877020300002        3.1112478    
   81483.916035589995        3.1112077    
   81485.954205989998        3.1111677    
   81487.993261519994        3.1111274    
   81490.032317039993        3.1110873    
   81492.071332339998        3.1110470    
   81494.110387859997        3.1110070    
   81496.149403150004        3.1109669    
   81498.186728660003        3.1109266    
   81500.225784180002        3.1108866    
   81502.264799480006        3.1108465    
   81504.303855000006        3.1108062    
   81506.342910530002        3.1107662    
   81508.381080930005        3.1107259    
   81510.420096219998        3.1106858    
   81512.459151739997        3.1106458    
   81514.498207269993        3.1106055    
   81516.537222560000        3.1105654    
   81518.576278089997        3.1105251    
   81520.613563360006        3.1104851    
   81522.652618890002        3.1104450    
   81524.691674410002        3.1104047    
   81526.730689699994        3.1103647    
   81528.769745230005        3.1103244    
   81530.808760519998        3.1102843    
   81532.846971149993        3.1102443    
   81534.885986449997        3.1102040    
   81536.925041969997        3.1101639    
   81538.964057270001        3.1101236    
   81541.003112790000        3.1100836    
   81543.042168319997        3.1100435    
   81545.080338719999        3.1100032    
   81547.119354010007        3.1099632    
   81549.158409540003        3.1099229    
   81551.197465060002        3.1098828    
   81553.235635460005        3.1098428    
   81555.274650749998        3.1098025    
   81557.312861380007        3.1097624    
   81559.351876679997        3.1097221    
   81561.390932199996        3.1096821    
   81563.429947500001        3.1096420    
   81565.469003020000        3.1096017    
   81567.508058549996        3.1095617    
   81569.546228949999        3.1095214    
   81571.585244240006        3.1094813    
   81573.624299760006        3.1094413    
   81575.663355290002        3.1094010    
   81577.702370579995        3.1093609    
   81579.741426110006        3.1093206    
   81581.778751610007        3.1092806    
   81583.817766900000        3.1092405    
   81585.856822429996        3.1092002    
   81587.895837720003        3.1091602    
   81589.934893250000        3.1091199    
   81591.973948779996        3.1090798    
   81594.012119170002        3.1090398    
   81596.051134470006        3.1089995    
   81598.090189990005        3.1089594    
   81600.129245520002        3.1089191    
   81602.168260809995        3.1088791    
   81604.207316340005        3.1088390    
   81606.244601610000        3.1087987    
   81608.283657129999        3.1087587    
   81610.322712659996        3.1087184    
   81612.361727950003        3.1086783    
   81614.400783480000        3.1086383    
   81616.438953880002        3.1085980    
   81618.478009400002        3.1085579    
   81620.517024700006        3.1085176    
   81622.556080220005        3.1084776    
   81624.595135750002        3.1084375    
   81626.634151039994        3.1083972    
   81628.672321439997        3.1083572    
   81630.711376969994        3.1083169    
   81632.750392260001        3.1082768    
   81634.788602889996        3.1082368    
   81636.827618180003        3.1081965    
   81638.866673709999        3.1081564    
   81640.904844110002        3.1081164    
   81642.943899630001        3.1080761    
   81644.982914919994        3.1080360    
   81647.021970450005        3.1079957    
   81649.060985739998        3.1079557    
   81651.100041269994        3.1079154    
   81653.138211669997        3.1078753    
   81655.177267189996        3.1078353    
   81657.216282490001        3.1077950    
   81659.255338010000        3.1077549    
   81661.294393539996        3.1077147    
   81663.333408830003        3.1076746    
   81665.370734330005        3.1076345    
   81667.409789860001        3.1075943    
   81669.448805149994        3.1075542    
   81671.487860680005        3.1075141    
   81673.526875969997        3.1074739    
   81675.565931499994        3.1074338    
   81677.604101899997        3.1073935    
   81679.643157419996        3.1073534    
   81681.682172720000        3.1073134    
   81683.721228240000        3.1072731    
   81685.760283769996        3.1072330    
   81687.799299060003        3.1071928    
   81689.836624560005        3.1071527    
   81691.875680090001        3.1071126    
   81693.914695379994        3.1070724    
   81695.953750910005        3.1070323    
   81697.992766199997        3.1069920    
   81700.031821729994        3.1069520    
   81702.069992129997        3.1069119    
   81704.109047649996        3.1068716    
   81706.148062940003        3.1068316    
   81708.187118469999        3.1067913    
   81710.226173999996        3.1067512    
   81712.264344390001        3.1067111    
